,temperature,p,alpha_plus,alpha_minus,seed,total_reward
9413,0.1,0.30000000000000004,0.005,0.0075,14,3584
9414,0.1,0.30000000000000004,0.005,0.0075,15,3866
9415,0.1,0.30000000000000004,0.005,0.0075,16,3746
9416,0.1,0.30000000000000004,0.005,0.0075,17,3890
9417,0.1,0.30000000000000004,0.005,0.0075,18,3764
9418,0.1,0.30000000000000004,0.005,0.0075,19,3768
9419,0.1,0.30000000000000004,0.005,0.0075,20,3688
9420,0.1,0.30000000000000004,0.005,0.0075,21,3680
9421,0.1,0.30000000000000004,0.005,0.0075,22,3776
9422,0.1,0.30000000000000004,0.005,0.0075,23,3994
9423,0.1,0.30000000000000004,0.005,0.0075,24,3826
9424,0.1,0.30000000000000004,0.005,0.0075,25,3726
9425,0.1,0.30000000000000004,0.005,0.0075,26,3722
9426,0.1,0.30000000000000004,0.005,0.0075,27,3990
9427,0.1,0.30000000000000004,0.005,0.0075,28,3944
9428,0.1,0.30000000000000004,0.005,0.0075,29,3928
9429,0.1,0.30000000000000004,0.005,0.0075,30,3962
9430,0.1,0.30000000000000004,0.005,0.0075,31,3938
9431,0.1,0.30000000000000004,0.005,0.0075,32,3750
9432,0.1,0.30000000000000004,0.005,0.0075,33,3758
9433,0.1,0.30000000000000004,0.005,0.0075,34,3908
9434,0.1,0.30000000000000004,0.005,0.0075,35,3840
9435,0.1,0.30000000000000004,0.005,0.0075,36,3746
9436,0.1,0.30000000000000004,0.005,0.0075,37,3854
9437,0.1,0.30000000000000004,0.005,0.0075,38,3780
9438,0.1,0.30000000000000004,0.005,0.0075,39,3860
9439,0.1,0.30000000000000004,0.005,0.0075,40,4054
9440,0.1,0.30000000000000004,0.005,0.0075,41,3730
9441,0.1,0.30000000000000004,0.005,0.0075,42,3854
9442,0.1,0.30000000000000004,0.005,0.0075,43,3802
9443,0.1,0.30000000000000004,0.005,0.0075,44,3564
9444,0.1,0.30000000000000004,0.005,0.0075,45,3820
9445,0.1,0.30000000000000004,0.005,0.0075,46,3884
9446,0.1,0.30000000000000004,0.005,0.0075,47,3794
9447,0.1,0.30000000000000004,0.005,0.0075,48,3750
9448,0.1,0.30000000000000004,0.005,0.0075,49,3900
9449,0.1,0.30000000000000004,0.005,0.0075,50,3896
9450,0.1,0.30000000000000004,0.005,0.01,1,3726
9451,0.1,0.30000000000000004,0.005,0.01,2,3788
9452,0.1,0.30000000000000004,0.005,0.01,3,3920
9453,0.1,0.30000000000000004,0.005,0.01,4,3872
9454,0.1,0.30000000000000004,0.005,0.01,5,3878
9455,0.1,0.30000000000000004,0.005,0.01,6,3752
9456,0.1,0.30000000000000004,0.005,0.01,7,3842
9457,0.1,0.30000000000000004,0.005,0.01,8,3832
9458,0.1,0.30000000000000004,0.005,0.01,9,3776
9459,0.1,0.30000000000000004,0.005,0.01,10,3628
9460,0.1,0.30000000000000004,0.005,0.01,11,3786
9461,0.1,0.30000000000000004,0.005,0.01,12,3692
9462,0.1,0.30000000000000004,0.005,0.01,13,3796
9463,0.1,0.30000000000000004,0.005,0.01,14,3548
9464,0.1,0.30000000000000004,0.005,0.01,15,3838
9465,0.1,0.30000000000000004,0.005,0.01,16,3718
9466,0.1,0.30000000000000004,0.005,0.01,17,3834
9467,0.1,0.30000000000000004,0.005,0.01,18,3748
9468,0.1,0.30000000000000004,0.005,0.01,19,3748
9469,0.1,0.30000000000000004,0.005,0.01,20,3648
9470,0.1,0.30000000000000004,0.005,0.01,21,3644
9471,0.1,0.30000000000000004,0.005,0.01,22,3736
9472,0.1,0.30000000000000004,0.005,0.01,23,3962
9473,0.1,0.30000000000000004,0.005,0.01,24,3786
9474,0.1,0.30000000000000004,0.005,0.01,25,3694
9475,0.1,0.30000000000000004,0.005,0.01,26,3710
9476,0.1,0.30000000000000004,0.005,0.01,27,3938
9477,0.1,0.30000000000000004,0.005,0.01,28,3916
9478,0.1,0.30000000000000004,0.005,0.01,29,3912
9479,0.1,0.30000000000000004,0.005,0.01,30,3906
9480,0.1,0.30000000000000004,0.005,0.01,31,3902
9481,0.1,0.30000000000000004,0.005,0.01,32,3734
9482,0.1,0.30000000000000004,0.005,0.01,33,3718
9483,0.1,0.30000000000000004,0.005,0.01,34,3880
9484,0.1,0.30000000000000004,0.005,0.01,35,3788
9485,0.1,0.30000000000000004,0.005,0.01,36,3710
9486,0.1,0.30000000000000004,0.005,0.01,37,3822
9487,0.1,0.30000000000000004,0.005,0.01,38,3736
9488,0.1,0.30000000000000004,0.005,0.01,39,3836
9489,0.1,0.30000000000000004,0.005,0.01,40,4002
9490,0.1,0.30000000000000004,0.005,0.01,41,3686
9491,0.1,0.30000000000000004,0.005,0.01,42,3834
9492,0.1,0.30000000000000004,0.005,0.01,43,3786
9493,0.1,0.30000000000000004,0.005,0.01,44,3540
9494,0.1,0.30000000000000004,0.005,0.01,45,3804
9495,0.1,0.30000000000000004,0.005,0.01,46,3868
9496,0.1,0.30000000000000004,0.005,0.01,47,3762
9497,0.1,0.30000000000000004,0.005,0.01,48,3718
9498,0.1,0.30000000000000004,0.005,0.01,49,3872
9499,0.1,0.30000000000000004,0.005,0.01,50,3848
9500,0.1,0.30000000000000004,0.0075,0.001,1,3898
9501,0.1,0.30000000000000004,0.0075,0.001,2,3896
9502,0.1,0.30000000000000004,0.0075,0.001,3,4072
9503,0.1,0.30000000000000004,0.0075,0.001,4,4008
9504,0.1,0.30000000000000004,0.0075,0.001,5,4034
9505,0.1,0.30000000000000004,0.0075,0.001,6,3940
9506,0.1,0.30000000000000004,0.0075,0.001,7,4002
9507,0.1,0.30000000000000004,0.0075,0.001,8,3952
9508,0.1,0.30000000000000004,0.0075,0.001,9,3944
9509,0.1,0.30000000000000004,0.0075,0.001,10,3808
9510,0.1,0.30000000000000004,0.0075,0.001,11,3938
9511,0.1,0.30000000000000004,0.0075,0.001,12,3872
9512,0.1,0.30000000000000004,0.0075,0.001,13,3934
9513,0.1,0.30000000000000004,0.0075,0.001,14,3696
9514,0.1,0.30000000000000004,0.0075,0.001,15,3938
9515,0.1,0.30000000000000004,0.0075,0.001,16,3890
9516,0.1,0.30000000000000004,0.0075,0.001,17,4010
9517,0.1,0.30000000000000004,0.0075,0.001,18,3900
9518,0.1,0.30000000000000004,0.0075,0.001,19,3876
9519,0.1,0.30000000000000004,0.0075,0.001,20,3812
9520,0.1,0.30000000000000004,0.0075,0.001,21,3780
9521,0.1,0.30000000000000004,0.0075,0.001,22,3948
9522,0.1,0.30000000000000004,0.0075,0.001,23,4122
9523,0.1,0.30000000000000004,0.0075,0.001,24,3954
9524,0.1,0.30000000000000004,0.0075,0.001,25,3838
9525,0.1,0.30000000000000004,0.0075,0.001,26,3818
9526,0.1,0.30000000000000004,0.0075,0.001,27,4094
9527,0.1,0.30000000000000004,0.0075,0.001,28,4036
9528,0.1,0.30000000000000004,0.0075,0.001,29,4024
9529,0.1,0.30000000000000004,0.0075,0.001,30,4070
9530,0.1,0.30000000000000004,0.0075,0.001,31,4066
9531,0.1,0.30000000000000004,0.0075,0.001,32,3862
9532,0.1,0.30000000000000004,0.0075,0.001,33,3858
9533,0.1,0.30000000000000004,0.0075,0.001,34,3988
9534,0.1,0.30000000000000004,0.0075,0.001,35,3960
9535,0.1,0.30000000000000004,0.0075,0.001,36,3854
9536,0.1,0.30000000000000004,0.0075,0.001,37,3958
9537,0.1,0.30000000000000004,0.0075,0.001,38,3916
9538,0.1,0.30000000000000004,0.0075,0.001,39,3976
9539,0.1,0.30000000000000004,0.0075,0.001,40,4146
9540,0.1,0.30000000000000004,0.0075,0.001,41,3870
9541,0.1,0.30000000000000004,0.0075,0.001,42,3950
9542,0.1,0.30000000000000004,0.0075,0.001,43,3926
9543,0.1,0.30000000000000004,0.0075,0.001,44,3684
9544,0.1,0.30000000000000004,0.0075,0.001,45,3948
9545,0.1,0.30000000000000004,0.0075,0.001,46,3952
9546,0.1,0.30000000000000004,0.0075,0.001,47,3910
9547,0.1,0.30000000000000004,0.0075,0.001,48,3902
9548,0.1,0.30000000000000004,0.0075,0.001,49,3968
9549,0.1,0.30000000000000004,0.0075,0.001,50,4008
9550,0.1,0.30000000000000004,0.0075,0.0025,1,3898
9551,0.1,0.30000000000000004,0.0075,0.0025,2,3892
9552,0.1,0.30000000000000004,0.0075,0.0025,3,4064
9553,0.1,0.30000000000000004,0.0075,0.0025,4,4000
9554,0.1,0.30000000000000004,0.0075,0.0025,5,4034
9555,0.1,0.30000000000000004,0.0075,0.0025,6,3932
9556,0.1,0.30000000000000004,0.0075,0.0025,7,4002
9557,0.1,0.30000000000000004,0.0075,0.0025,8,3936
9558,0.1,0.30000000000000004,0.0075,0.0025,9,3932
9559,0.1,0.30000000000000004,0.0075,0.0025,10,3800
9560,0.1,0.30000000000000004,0.0075,0.0025,11,3934
9561,0.1,0.30000000000000004,0.0075,0.0025,12,3864
9562,0.1,0.30000000000000004,0.0075,0.0025,13,3934
9563,0.1,0.30000000000000004,0.0075,0.0025,14,3700
9564,0.1,0.30000000000000004,0.0075,0.0025,15,3938
9565,0.1,0.30000000000000004,0.0075,0.0025,16,3874
9566,0.1,0.30000000000000004,0.0075,0.0025,17,4006
9567,0.1,0.30000000000000004,0.0075,0.0025,18,3900
9568,0.1,0.30000000000000004,0.0075,0.0025,19,3880
9569,0.1,0.30000000000000004,0.0075,0.0025,20,3796
9570,0.1,0.30000000000000004,0.0075,0.0025,21,3780
9571,0.1,0.30000000000000004,0.0075,0.0025,22,3952
9572,0.1,0.30000000000000004,0.0075,0.0025,23,4118
9573,0.1,0.30000000000000004,0.0075,0.0025,24,3958
9574,0.1,0.30000000000000004,0.0075,0.0025,25,3834
9575,0.1,0.30000000000000004,0.0075,0.0025,26,3818
9576,0.1,0.30000000000000004,0.0075,0.0025,27,4090
9577,0.1,0.30000000000000004,0.0075,0.0025,28,4024
9578,0.1,0.30000000000000004,0.0075,0.0025,29,4024
9579,0.1,0.30000000000000004,0.0075,0.0025,30,4074
9580,0.1,0.30000000000000004,0.0075,0.0025,31,4066
9581,0.1,0.30000000000000004,0.0075,0.0025,32,3866
9582,0.1,0.30000000000000004,0.0075,0.0025,33,3854
9583,0.1,0.30000000000000004,0.0075,0.0025,34,3988
9584,0.1,0.30000000000000004,0.0075,0.0025,35,3960
9585,0.1,0.30000000000000004,0.0075,0.0025,36,3858
9586,0.1,0.30000000000000004,0.0075,0.0025,37,3954
9587,0.1,0.30000000000000004,0.0075,0.0025,38,3912
9588,0.1,0.30000000000000004,0.0075,0.0025,39,3976
9589,0.1,0.30000000000000004,0.0075,0.0025,40,4142
9590,0.1,0.30000000000000004,0.0075,0.0025,41,3862
9591,0.1,0.30000000000000004,0.0075,0.0025,42,3950
9592,0.1,0.30000000000000004,0.0075,0.0025,43,3922
9593,0.1,0.30000000000000004,0.0075,0.0025,44,3684
9594,0.1,0.30000000000000004,0.0075,0.0025,45,3948
9595,0.1,0.30000000000000004,0.0075,0.0025,46,3948
9596,0.1,0.30000000000000004,0.0075,0.0025,47,3910
9597,0.1,0.30000000000000004,0.0075,0.0025,48,3882
9598,0.1,0.30000000000000004,0.0075,0.0025,49,3988
9599,0.1,0.30000000000000004,0.0075,0.0025,50,4004
9600,0.1,0.30000000000000004,0.0075,0.005,1,3858
9601,0.1,0.30000000000000004,0.0075,0.005,2,3872
9602,0.1,0.30000000000000004,0.0075,0.005,3,4048
9603,0.1,0.30000000000000004,0.0075,0.005,4,3984
9604,0.1,0.30000000000000004,0.0075,0.005,5,4026
9605,0.1,0.30000000000000004,0.0075,0.005,6,3900
9606,0.1,0.30000000000000004,0.0075,0.005,7,3978
9607,0.1,0.30000000000000004,0.0075,0.005,8,3932
9608,0.1,0.30000000000000004,0.0075,0.005,9,3916
9609,0.1,0.30000000000000004,0.0075,0.005,10,3764
9610,0.1,0.30000000000000004,0.0075,0.005,11,3926
9611,0.1,0.30000000000000004,0.0075,0.005,12,3852
9612,0.1,0.30000000000000004,0.0075,0.005,13,3910
9613,0.1,0.30000000000000004,0.0075,0.005,14,3680
9614,0.1,0.30000000000000004,0.0075,0.005,15,3934
9615,0.1,0.30000000000000004,0.0075,0.005,16,3846
9616,0.1,0.30000000000000004,0.0075,0.005,17,3982
9617,0.1,0.30000000000000004,0.0075,0.005,18,3888
9618,0.1,0.30000000000000004,0.0075,0.005,19,3860
9619,0.1,0.30000000000000004,0.0075,0.005,20,3784
9620,0.1,0.30000000000000004,0.0075,0.005,21,3772
9621,0.1,0.30000000000000004,0.0075,0.005,22,3924
9622,0.1,0.30000000000000004,0.0075,0.005,23,4094
9623,0.1,0.30000000000000004,0.0075,0.005,24,3934
9624,0.1,0.30000000000000004,0.0075,0.005,25,3814
9625,0.1,0.30000000000000004,0.0075,0.005,26,3802
9626,0.1,0.30000000000000004,0.0075,0.005,27,4082
9627,0.1,0.30000000000000004,0.0075,0.005,28,4016
9628,0.1,0.30000000000000004,0.0075,0.005,29,4024
9629,0.1,0.30000000000000004,0.0075,0.005,30,4062
9630,0.1,0.30000000000000004,0.0075,0.005,31,4070
9631,0.1,0.30000000000000004,0.0075,0.005,32,3854
9632,0.1,0.30000000000000004,0.0075,0.005,33,3854
9633,0.1,0.30000000000000004,0.0075,0.005,34,3972
9634,0.1,0.30000000000000004,0.0075,0.005,35,3940
9635,0.1,0.30000000000000004,0.0075,0.005,36,3850
9636,0.1,0.30000000000000004,0.0075,0.005,37,3934
9637,0.1,0.30000000000000004,0.0075,0.005,38,3896
9638,0.1,0.30000000000000004,0.0075,0.005,39,3952
9639,0.1,0.30000000000000004,0.0075,0.005,40,4134
9640,0.1,0.30000000000000004,0.0075,0.005,41,3838
9641,0.1,0.30000000000000004,0.0075,0.005,42,3938
9642,0.1,0.30000000000000004,0.0075,0.005,43,3914
9643,0.1,0.30000000000000004,0.0075,0.005,44,3672
9644,0.1,0.30000000000000004,0.0075,0.005,45,3940
9645,0.1,0.30000000000000004,0.0075,0.005,46,3944
9646,0.1,0.30000000000000004,0.0075,0.005,47,3874
9647,0.1,0.30000000000000004,0.0075,0.005,48,3850
9648,0.1,0.30000000000000004,0.0075,0.005,49,3984
9649,0.1,0.30000000000000004,0.0075,0.005,50,3984
9650,0.1,0.30000000000000004,0.0075,0.0075,1,3830
9651,0.1,0.30000000000000004,0.0075,0.0075,2,3860
9652,0.1,0.30000000000000004,0.0075,0.0075,3,4008
9653,0.1,0.30000000000000004,0.0075,0.0075,4,3972
9654,0.1,0.30000000000000004,0.0075,0.0075,5,3982
9655,0.1,0.30000000000000004,0.0075,0.0075,6,3864
9656,0.1,0.30000000000000004,0.0075,0.0075,7,3958
9657,0.1,0.30000000000000004,0.0075,0.0075,8,3908
9658,0.1,0.30000000000000004,0.0075,0.0075,9,3864
9659,0.1,0.30000000000000004,0.0075,0.0075,10,3732
9660,0.1,0.30000000000000004,0.0075,0.0075,11,3890
9661,0.1,0.30000000000000004,0.0075,0.0075,12,3812
9662,0.1,0.30000000000000004,0.0075,0.0075,13,3882
9663,0.1,0.30000000000000004,0.0075,0.0075,14,3648
9664,0.1,0.30000000000000004,0.0075,0.0075,15,3910
9665,0.1,0.30000000000000004,0.0075,0.0075,16,3822
9666,0.1,0.30000000000000004,0.0075,0.0075,17,3938
9667,0.1,0.30000000000000004,0.0075,0.0075,18,3860
9668,0.1,0.30000000000000004,0.0075,0.0075,19,3832
9669,0.1,0.30000000000000004,0.0075,0.0075,20,3756
9670,0.1,0.30000000000000004,0.0075,0.0075,21,3756
9671,0.1,0.30000000000000004,0.0075,0.0075,22,3860
9672,0.1,0.30000000000000004,0.0075,0.0075,23,4054
9673,0.1,0.30000000000000004,0.0075,0.0075,24,3902
9674,0.1,0.30000000000000004,0.0075,0.0075,25,3794
9675,0.1,0.30000000000000004,0.0075,0.0075,26,3782
9676,0.1,0.30000000000000004,0.0075,0.0075,27,4058
9677,0.1,0.30000000000000004,0.0075,0.0075,28,3996
9678,0.1,0.30000000000000004,0.0075,0.0075,29,4000
9679,0.1,0.30000000000000004,0.0075,0.0075,30,4034
9680,0.1,0.30000000000000004,0.0075,0.0075,31,4026
9681,0.1,0.30000000000000004,0.0075,0.0075,32,3814
9682,0.1,0.30000000000000004,0.0075,0.0075,33,3830
9683,0.1,0.30000000000000004,0.0075,0.0075,34,3948
9684,0.1,0.30000000000000004,0.0075,0.0075,35,3916
9685,0.1,0.30000000000000004,0.0075,0.0075,36,3814
9686,0.1,0.30000000000000004,0.0075,0.0075,37,3894
9687,0.1,0.30000000000000004,0.0075,0.0075,38,3860
9688,0.1,0.30000000000000004,0.0075,0.0075,39,3920
9689,0.1,0.30000000000000004,0.0075,0.0075,40,4094
9690,0.1,0.30000000000000004,0.0075,0.0075,41,3798
9691,0.1,0.30000000000000004,0.0075,0.0075,42,3926
9692,0.1,0.30000000000000004,0.0075,0.0075,43,3886
9693,0.1,0.30000000000000004,0.0075,0.0075,44,3636
9694,0.1,0.30000000000000004,0.0075,0.0075,45,3904
9695,0.1,0.30000000000000004,0.0075,0.0075,46,3920
9696,0.1,0.30000000000000004,0.0075,0.0075,47,3834
9697,0.1,0.30000000000000004,0.0075,0.0075,48,3814
9698,0.1,0.30000000000000004,0.0075,0.0075,49,3976
9699,0.1,0.30000000000000004,0.0075,0.0075,50,3960
9700,0.1,0.30000000000000004,0.0075,0.01,1,3790
9701,0.1,0.30000000000000004,0.0075,0.01,2,3840
9702,0.1,0.30000000000000004,0.0075,0.01,3,3988
9703,0.1,0.30000000000000004,0.0075,0.01,4,3948
9704,0.1,0.30000000000000004,0.0075,0.01,5,3966
9705,0.1,0.30000000000000004,0.0075,0.01,6,3852
9706,0.1,0.30000000000000004,0.0075,0.01,7,3942
9707,0.1,0.30000000000000004,0.0075,0.01,8,3908
9708,0.1,0.30000000000000004,0.0075,0.01,9,3832
9709,0.1,0.30000000000000004,0.0075,0.01,10,3720
9710,0.1,0.30000000000000004,0.0075,0.01,11,3854
9711,0.1,0.30000000000000004,0.0075,0.01,12,3784
9712,0.1,0.30000000000000004,0.0075,0.01,13,3862
9713,0.1,0.30000000000000004,0.0075,0.01,14,3616
9714,0.1,0.30000000000000004,0.0075,0.01,15,3902
9715,0.1,0.30000000000000004,0.0075,0.01,16,3790
9716,0.1,0.30000000000000004,0.0075,0.01,17,3926
9717,0.1,0.30000000000000004,0.0075,0.01,18,3828
9718,0.1,0.30000000000000004,0.0075,0.01,19,3828
9719,0.1,0.30000000000000004,0.0075,0.01,20,3740
9720,0.1,0.30000000000000004,0.0075,0.01,21,3740
9721,0.1,0.30000000000000004,0.0075,0.01,22,3828
9722,0.1,0.30000000000000004,0.0075,0.01,23,4026
9723,0.1,0.30000000000000004,0.0075,0.01,24,3866
9724,0.1,0.30000000000000004,0.0075,0.01,25,3766
9725,0.1,0.30000000000000004,0.0075,0.01,26,3750
9726,0.1,0.30000000000000004,0.0075,0.01,27,4022
9727,0.1,0.30000000000000004,0.0075,0.01,28,3972
9728,0.1,0.30000000000000004,0.0075,0.01,29,3984
9729,0.1,0.30000000000000004,0.0075,0.01,30,3986
9730,0.1,0.30000000000000004,0.0075,0.01,31,4006
9731,0.1,0.30000000000000004,0.0075,0.01,32,3778
9732,0.1,0.30000000000000004,0.0075,0.01,33,3786
9733,0.1,0.30000000000000004,0.0075,0.01,34,3936
9734,0.1,0.30000000000000004,0.0075,0.01,35,3896
9735,0.1,0.30000000000000004,0.0075,0.01,36,3810
9736,0.1,0.30000000000000004,0.0075,0.01,37,3878
9737,0.1,0.30000000000000004,0.0075,0.01,38,3828
9738,0.1,0.30000000000000004,0.0075,0.01,39,3908
9739,0.1,0.30000000000000004,0.0075,0.01,40,4070
9740,0.1,0.30000000000000004,0.0075,0.01,41,3770
9741,0.1,0.30000000000000004,0.0075,0.01,42,3898
9742,0.1,0.30000000000000004,0.0075,0.01,43,3854
9743,0.1,0.30000000000000004,0.0075,0.01,44,3612
9744,0.1,0.30000000000000004,0.0075,0.01,45,3888
9745,0.1,0.30000000000000004,0.0075,0.01,46,3908
9746,0.1,0.30000000000000004,0.0075,0.01,47,3834
9747,0.1,0.30000000000000004,0.0075,0.01,48,3802
9748,0.1,0.30000000000000004,0.0075,0.01,49,3944
9749,0.1,0.30000000000000004,0.0075,0.01,50,3936
9750,0.1,0.30000000000000004,0.01,0.001,1,3902
9751,0.1,0.30000000000000004,0.01,0.001,2,3900
9752,0.1,0.30000000000000004,0.01,0.001,3,4088
9753,0.1,0.30000000000000004,0.01,0.001,4,4020
9754,0.1,0.30000000000000004,0.01,0.001,5,4046
9755,0.1,0.30000000000000004,0.01,0.001,6,3952
9756,0.1,0.30000000000000004,0.01,0.001,7,4006
9757,0.1,0.30000000000000004,0.01,0.001,8,3968
9758,0.1,0.30000000000000004,0.01,0.001,9,3952
9759,0.1,0.30000000000000004,0.01,0.001,10,3812
9760,0.1,0.30000000000000004,0.01,0.001,11,3942
9761,0.1,0.30000000000000004,0.01,0.001,12,3888
9762,0.1,0.30000000000000004,0.01,0.001,13,3942
9763,0.1,0.30000000000000004,0.01,0.001,14,3708
9764,0.1,0.30000000000000004,0.01,0.001,15,3954
9765,0.1,0.30000000000000004,0.01,0.001,16,3898
9766,0.1,0.30000000000000004,0.01,0.001,17,4022
9767,0.1,0.30000000000000004,0.01,0.001,18,3920
9768,0.1,0.30000000000000004,0.01,0.001,19,3888
9769,0.1,0.30000000000000004,0.01,0.001,20,3812
9770,0.1,0.30000000000000004,0.01,0.001,21,3792
9771,0.1,0.30000000000000004,0.01,0.001,22,3960
9772,0.1,0.30000000000000004,0.01,0.001,23,4130
9773,0.1,0.30000000000000004,0.01,0.001,24,3962
9774,0.1,0.30000000000000004,0.01,0.001,25,3854
9775,0.1,0.30000000000000004,0.01,0.001,26,3818
9776,0.1,0.30000000000000004,0.01,0.001,27,4102
9777,0.1,0.30000000000000004,0.01,0.001,28,4048
9778,0.1,0.30000000000000004,0.01,0.001,29,4060
9779,0.1,0.30000000000000004,0.01,0.001,30,4078
9780,0.1,0.30000000000000004,0.01,0.001,31,4086
9781,0.1,0.30000000000000004,0.01,0.001,32,3878
9782,0.1,0.30000000000000004,0.01,0.001,33,3870
9783,0.1,0.30000000000000004,0.01,0.001,34,4008
9784,0.1,0.30000000000000004,0.01,0.001,35,3972
9785,0.1,0.30000000000000004,0.01,0.001,36,3862
9786,0.1,0.30000000000000004,0.01,0.001,37,3974
9787,0.1,0.30000000000000004,0.01,0.001,38,3920
9788,0.1,0.30000000000000004,0.01,0.001,39,3984
9789,0.1,0.30000000000000004,0.01,0.001,40,4158
9790,0.1,0.30000000000000004,0.01,0.001,41,3878
9791,0.1,0.30000000000000004,0.01,0.001,42,3958
9792,0.1,0.30000000000000004,0.01,0.001,43,3934
9793,0.1,0.30000000000000004,0.01,0.001,44,3696
9794,0.1,0.30000000000000004,0.01,0.001,45,3960
9795,0.1,0.30000000000000004,0.01,0.001,46,3964
9796,0.1,0.30000000000000004,0.01,0.001,47,3914
9797,0.1,0.30000000000000004,0.01,0.001,48,3918
9798,0.1,0.30000000000000004,0.01,0.001,49,3980
9799,0.1,0.30000000000000004,0.01,0.001,50,4012
9800,0.1,0.30000000000000004,0.01,0.0025,1,3902
9801,0.1,0.30000000000000004,0.01,0.0025,2,3900
9802,0.1,0.30000000000000004,0.01,0.0025,3,4080
9803,0.1,0.30000000000000004,0.01,0.0025,4,4012
9804,0.1,0.30000000000000004,0.01,0.0025,5,4042
9805,0.1,0.30000000000000004,0.01,0.0025,6,3948
9806,0.1,0.30000000000000004,0.01,0.0025,7,4006
9807,0.1,0.30000000000000004,0.01,0.0025,8,3964
9808,0.1,0.30000000000000004,0.01,0.0025,9,3940
9809,0.1,0.30000000000000004,0.01,0.0025,10,3804
9810,0.1,0.30000000000000004,0.01,0.0025,11,3938
9811,0.1,0.30000000000000004,0.01,0.0025,12,3884
9812,0.1,0.30000000000000004,0.01,0.0025,13,3950
9813,0.1,0.30000000000000004,0.01,0.0025,14,3716
9814,0.1,0.30000000000000004,0.01,0.0025,15,3954
9815,0.1,0.30000000000000004,0.01,0.0025,16,3898
9816,0.1,0.30000000000000004,0.01,0.0025,17,4018
9817,0.1,0.30000000000000004,0.01,0.0025,18,3916
9818,0.1,0.30000000000000004,0.01,0.0025,19,3888
9819,0.1,0.30000000000000004,0.01,0.0025,20,3816
9820,0.1,0.30000000000000004,0.01,0.0025,21,3800
9821,0.1,0.30000000000000004,0.01,0.0025,22,3956
9822,0.1,0.30000000000000004,0.01,0.0025,23,4126
9823,0.1,0.30000000000000004,0.01,0.0025,24,3962
9824,0.1,0.30000000000000004,0.01,0.0025,25,3846
9825,0.1,0.30000000000000004,0.01,0.0025,26,3822
9826,0.1,0.30000000000000004,0.01,0.0025,27,4098
9827,0.1,0.30000000000000004,0.01,0.0025,28,4048
9828,0.1,0.30000000000000004,0.01,0.0025,29,4056
9829,0.1,0.30000000000000004,0.01,0.0025,30,4082
9830,0.1,0.30000000000000004,0.01,0.0025,31,4078
9831,0.1,0.30000000000000004,0.01,0.0025,32,3878
9832,0.1,0.30000000000000004,0.01,0.0025,33,3870
9833,0.1,0.30000000000000004,0.01,0.0025,34,4008
9834,0.1,0.30000000000000004,0.01,0.0025,35,3968
9835,0.1,0.30000000000000004,0.01,0.0025,36,3874
9836,0.1,0.30000000000000004,0.01,0.0025,37,3966
9837,0.1,0.30000000000000004,0.01,0.0025,38,3916
9838,0.1,0.30000000000000004,0.01,0.0025,39,3988
9839,0.1,0.30000000000000004,0.01,0.0025,40,4150
9840,0.1,0.30000000000000004,0.01,0.0025,41,3878
9841,0.1,0.30000000000000004,0.01,0.0025,42,3962
9842,0.1,0.30000000000000004,0.01,0.0025,43,3938
9843,0.1,0.30000000000000004,0.01,0.0025,44,3696
9844,0.1,0.30000000000000004,0.01,0.0025,45,3952
9845,0.1,0.30000000000000004,0.01,0.0025,46,3964
9846,0.1,0.30000000000000004,0.01,0.0025,47,3918
9847,0.1,0.30000000000000004,0.01,0.0025,48,3906
9848,0.1,0.30000000000000004,0.01,0.0025,49,4000
9849,0.1,0.30000000000000004,0.01,0.0025,50,4008
9850,0.1,0.30000000000000004,0.01,0.005,1,3890
9851,0.1,0.30000000000000004,0.01,0.005,2,3892
9852,0.1,0.30000000000000004,0.01,0.005,3,4076
9853,0.1,0.30000000000000004,0.01,0.005,4,4000
9854,0.1,0.30000000000000004,0.01,0.005,5,4038
9855,0.1,0.30000000000000004,0.01,0.005,6,3916
9856,0.1,0.30000000000000004,0.01,0.005,7,4006
9857,0.1,0.30000000000000004,0.01,0.005,8,3952
9858,0.1,0.30000000000000004,0.01,0.005,9,3932
9859,0.1,0.30000000000000004,0.01,0.005,10,3788
9860,0.1,0.30000000000000004,0.01,0.005,11,3934
9861,0.1,0.30000000000000004,0.01,0.005,12,3884
9862,0.1,0.30000000000000004,0.01,0.005,13,3934
9863,0.1,0.30000000000000004,0.01,0.005,14,3704
9864,0.1,0.30000000000000004,0.01,0.005,15,3962
9865,0.1,0.30000000000000004,0.01,0.005,16,3890
9866,0.1,0.30000000000000004,0.01,0.005,17,3990
9867,0.1,0.30000000000000004,0.01,0.005,18,3908
9868,0.1,0.30000000000000004,0.01,0.005,19,3884
9869,0.1,0.30000000000000004,0.01,0.005,20,3808
9870,0.1,0.30000000000000004,0.01,0.005,21,3796
9871,0.1,0.30000000000000004,0.01,0.005,22,3948
9872,0.1,0.30000000000000004,0.01,0.005,23,4114
9873,0.1,0.30000000000000004,0.01,0.005,24,3950
9874,0.1,0.30000000000000004,0.01,0.005,25,3834
9875,0.1,0.30000000000000004,0.01,0.005,26,3830
9876,0.1,0.30000000000000004,0.01,0.005,27,4094
9877,0.1,0.30000000000000004,0.01,0.005,28,4032
9878,0.1,0.30000000000000004,0.01,0.005,29,4064
