,temperature,p,alpha_plus,alpha_minus,seed,total_reward
580,0.01,0.1,0.005,0.0025,31,8030
581,0.01,0.1,0.005,0.0025,32,7982
582,0.01,0.1,0.005,0.0025,33,7912
583,0.01,0.1,0.005,0.0025,34,8040
584,0.01,0.1,0.005,0.0025,35,7910
585,0.01,0.1,0.005,0.0025,36,8072
586,0.01,0.1,0.005,0.0025,37,8022
587,0.01,0.1,0.005,0.0025,38,7994
588,0.01,0.1,0.005,0.0025,39,8000
589,0.01,0.1,0.005,0.0025,40,8064
590,0.01,0.1,0.005,0.0025,41,7970
591,0.01,0.1,0.005,0.0025,42,8074
592,0.01,0.1,0.005,0.0025,43,7982
593,0.01,0.1,0.005,0.0025,44,7826
594,0.01,0.1,0.005,0.0025,45,7960
595,0.01,0.1,0.005,0.0025,46,8126
596,0.01,0.1,0.005,0.0025,47,8066
597,0.01,0.1,0.005,0.0025,48,7968
598,0.01,0.1,0.005,0.0025,49,7998
599,0.01,0.1,0.005,0.0025,50,7946
600,0.01,0.1,0.005,0.005,1,7970
601,0.01,0.1,0.005,0.005,2,7950
602,0.01,0.1,0.005,0.005,3,8034
603,0.01,0.1,0.005,0.005,4,7924
604,0.01,0.1,0.005,0.005,5,8074
605,0.01,0.1,0.005,0.005,6,8004
606,0.01,0.1,0.005,0.005,7,8030
607,0.01,0.1,0.005,0.005,8,8040
608,0.01,0.1,0.005,0.005,9,7996
609,0.01,0.1,0.005,0.005,10,7996
610,0.01,0.1,0.005,0.005,11,8018
611,0.01,0.1,0.005,0.005,12,8040
612,0.01,0.1,0.005,0.005,13,8034
613,0.01,0.1,0.005,0.005,14,8100
614,0.01,0.1,0.005,0.005,15,7976
615,0.01,0.1,0.005,0.005,16,8026
616,0.01,0.1,0.005,0.005,17,8046
617,0.01,0.1,0.005,0.005,18,7958
618,0.01,0.1,0.005,0.005,19,8052
619,0.01,0.1,0.005,0.005,20,7932
620,0.01,0.1,0.005,0.005,21,8024
621,0.01,0.1,0.005,0.005,22,7912
622,0.01,0.1,0.005,0.005,23,7946
623,0.01,0.1,0.005,0.005,24,7970
624,0.01,0.1,0.005,0.005,25,7932
625,0.01,0.1,0.005,0.005,26,7946
626,0.01,0.1,0.005,0.005,27,8034
627,0.01,0.1,0.005,0.005,28,7930
628,0.01,0.1,0.005,0.005,29,7988
629,0.01,0.1,0.005,0.005,30,8082
630,0.01,0.1,0.005,0.005,31,8030
631,0.01,0.1,0.005,0.005,32,7982
632,0.01,0.1,0.005,0.005,33,7912
633,0.01,0.1,0.005,0.005,34,8040
634,0.01,0.1,0.005,0.005,35,7910
635,0.01,0.1,0.005,0.005,36,8076
636,0.01,0.1,0.005,0.005,37,8022
637,0.01,0.1,0.005,0.005,38,7994
638,0.01,0.1,0.005,0.005,39,8000
639,0.01,0.1,0.005,0.005,40,8064
640,0.01,0.1,0.005,0.005,41,7974
641,0.01,0.1,0.005,0.005,42,8074
642,0.01,0.1,0.005,0.005,43,7982
643,0.01,0.1,0.005,0.005,44,7830
644,0.01,0.1,0.005,0.005,45,7960
645,0.01,0.1,0.005,0.005,46,8126
646,0.01,0.1,0.005,0.005,47,8066
647,0.01,0.1,0.005,0.005,48,7968
648,0.01,0.1,0.005,0.005,49,7998
649,0.01,0.1,0.005,0.005,50,7946
650,0.01,0.1,0.005,0.0075,1,7970
651,0.01,0.1,0.005,0.0075,2,7954
652,0.01,0.1,0.005,0.0075,3,8034
653,0.01,0.1,0.005,0.0075,4,7924
654,0.01,0.1,0.005,0.0075,5,8074
655,0.01,0.1,0.005,0.0075,6,8004
656,0.01,0.1,0.005,0.0075,7,8034
657,0.01,0.1,0.005,0.0075,8,8040
658,0.01,0.1,0.005,0.0075,9,7996
659,0.01,0.1,0.005,0.0075,10,7996
660,0.01,0.1,0.005,0.0075,11,8018
661,0.01,0.1,0.005,0.0075,12,8040
662,0.01,0.1,0.005,0.0075,13,8034
663,0.01,0.1,0.005,0.0075,14,8100
664,0.01,0.1,0.005,0.0075,15,7976
665,0.01,0.1,0.005,0.0075,16,8026
666,0.01,0.1,0.005,0.0075,17,8042
667,0.01,0.1,0.005,0.0075,18,7958
668,0.01,0.1,0.005,0.0075,19,8044
669,0.01,0.1,0.005,0.0075,20,7932
670,0.01,0.1,0.005,0.0075,21,8024
671,0.01,0.1,0.005,0.0075,22,7912
672,0.01,0.1,0.005,0.0075,23,7950
673,0.01,0.1,0.005,0.0075,24,7970
674,0.01,0.1,0.005,0.0075,25,7932
675,0.01,0.1,0.005,0.0075,26,7950
676,0.01,0.1,0.005,0.0075,27,8034
677,0.01,0.1,0.005,0.0075,28,7930
678,0.01,0.1,0.005,0.0075,29,8000
679,0.01,0.1,0.005,0.0075,30,8082
680,0.01,0.1,0.005,0.0075,31,8034
681,0.01,0.1,0.005,0.0075,32,7982
682,0.01,0.1,0.005,0.0075,33,7924
683,0.01,0.1,0.005,0.0075,34,8040
684,0.01,0.1,0.005,0.0075,35,7918
685,0.01,0.1,0.005,0.0075,36,8076
686,0.01,0.1,0.005,0.0075,37,8022
687,0.01,0.1,0.005,0.0075,38,7994
688,0.01,0.1,0.005,0.0075,39,8000
689,0.01,0.1,0.005,0.0075,40,8064
690,0.01,0.1,0.005,0.0075,41,7974
691,0.01,0.1,0.005,0.0075,42,8070
692,0.01,0.1,0.005,0.0075,43,7982
693,0.01,0.1,0.005,0.0075,44,7830
694,0.01,0.1,0.005,0.0075,45,7960
695,0.01,0.1,0.005,0.0075,46,8126
696,0.01,0.1,0.005,0.0075,47,8066
697,0.01,0.1,0.005,0.0075,48,7968
698,0.01,0.1,0.005,0.0075,49,7994
699,0.01,0.1,0.005,0.0075,50,7946
700,0.01,0.1,0.005,0.01,1,7970
701,0.01,0.1,0.005,0.01,2,7954
702,0.01,0.1,0.005,0.01,3,8034
703,0.01,0.1,0.005,0.01,4,7924
704,0.01,0.1,0.005,0.01,5,8074
705,0.01,0.1,0.005,0.01,6,8004
706,0.01,0.1,0.005,0.01,7,8034
707,0.01,0.1,0.005,0.01,8,8040
708,0.01,0.1,0.005,0.01,9,7996
709,0.01,0.1,0.005,0.01,10,7996
710,0.01,0.1,0.005,0.01,11,8018
711,0.01,0.1,0.005,0.01,12,8040
712,0.01,0.1,0.005,0.01,13,8034
713,0.01,0.1,0.005,0.01,14,8100
714,0.01,0.1,0.005,0.01,15,7976
715,0.01,0.1,0.005,0.01,16,8026
716,0.01,0.1,0.005,0.01,17,8042
717,0.01,0.1,0.005,0.01,18,7958
718,0.01,0.1,0.005,0.01,19,8040
719,0.01,0.1,0.005,0.01,20,7932
720,0.01,0.1,0.005,0.01,21,8024
721,0.01,0.1,0.005,0.01,22,7912
722,0.01,0.1,0.005,0.01,23,7950
723,0.01,0.1,0.005,0.01,24,7966
724,0.01,0.1,0.005,0.01,25,7932
725,0.01,0.1,0.005,0.01,26,7950
726,0.01,0.1,0.005,0.01,27,8034
727,0.01,0.1,0.005,0.01,28,7930
728,0.01,0.1,0.005,0.01,29,8000
729,0.01,0.1,0.005,0.01,30,8082
730,0.01,0.1,0.005,0.01,31,8034
731,0.01,0.1,0.005,0.01,32,7982
732,0.01,0.1,0.005,0.01,33,7924
733,0.01,0.1,0.005,0.01,34,8040
734,0.01,0.1,0.005,0.01,35,7918
735,0.01,0.1,0.005,0.01,36,8076
736,0.01,0.1,0.005,0.01,37,8022
737,0.01,0.1,0.005,0.01,38,7994
738,0.01,0.1,0.005,0.01,39,7996
739,0.01,0.1,0.005,0.01,40,8064
740,0.01,0.1,0.005,0.01,41,7974
741,0.01,0.1,0.005,0.01,42,8070
742,0.01,0.1,0.005,0.01,43,7982
743,0.01,0.1,0.005,0.01,44,7830
744,0.01,0.1,0.005,0.01,45,7960
745,0.01,0.1,0.005,0.01,46,8126
746,0.01,0.1,0.005,0.01,47,8066
747,0.01,0.1,0.005,0.01,48,7968
748,0.01,0.1,0.005,0.01,49,7994
749,0.01,0.1,0.005,0.01,50,7950
750,0.01,0.1,0.0075,0.001,1,7970
751,0.01,0.1,0.0075,0.001,2,7954
752,0.01,0.1,0.0075,0.001,3,8034
753,0.01,0.1,0.0075,0.001,4,7916
754,0.01,0.1,0.0075,0.001,5,8074
755,0.01,0.1,0.0075,0.001,6,8004
756,0.01,0.1,0.0075,0.001,7,8034
757,0.01,0.1,0.0075,0.001,8,8040
758,0.01,0.1,0.0075,0.001,9,7996
759,0.01,0.1,0.0075,0.001,10,7996
760,0.01,0.1,0.0075,0.001,11,8018
761,0.01,0.1,0.0075,0.001,12,8040
762,0.01,0.1,0.0075,0.001,13,8030
763,0.01,0.1,0.0075,0.001,14,8108
764,0.01,0.1,0.0075,0.001,15,7980
765,0.01,0.1,0.0075,0.001,16,8026
766,0.01,0.1,0.0075,0.001,17,8046
767,0.01,0.1,0.0075,0.001,18,7962
768,0.01,0.1,0.0075,0.001,19,8048
769,0.01,0.1,0.0075,0.001,20,7932
770,0.01,0.1,0.0075,0.001,21,8024
771,0.01,0.1,0.0075,0.001,22,7912
772,0.01,0.1,0.0075,0.001,23,7946
773,0.01,0.1,0.0075,0.001,24,7974
774,0.01,0.1,0.0075,0.001,25,7932
775,0.01,0.1,0.0075,0.001,26,7938
776,0.01,0.1,0.0075,0.001,27,8034
777,0.01,0.1,0.0075,0.001,28,7930
778,0.01,0.1,0.0075,0.001,29,7996
779,0.01,0.1,0.0075,0.001,30,8082
780,0.01,0.1,0.0075,0.001,31,8030
781,0.01,0.1,0.0075,0.001,32,7982
782,0.01,0.1,0.0075,0.001,33,7920
783,0.01,0.1,0.0075,0.001,34,8044
784,0.01,0.1,0.0075,0.001,35,7910
785,0.01,0.1,0.0075,0.001,36,8076
786,0.01,0.1,0.0075,0.001,37,8022
787,0.01,0.1,0.0075,0.001,38,7990
788,0.01,0.1,0.0075,0.001,39,8000
789,0.01,0.1,0.0075,0.001,40,8064
790,0.01,0.1,0.0075,0.001,41,7974
791,0.01,0.1,0.0075,0.001,42,8074
792,0.01,0.1,0.0075,0.001,43,7982
793,0.01,0.1,0.0075,0.001,44,7826
794,0.01,0.1,0.0075,0.001,45,7960
795,0.01,0.1,0.0075,0.001,46,8126
796,0.01,0.1,0.0075,0.001,47,8070
797,0.01,0.1,0.0075,0.001,48,7968
798,0.01,0.1,0.0075,0.001,49,8006
799,0.01,0.1,0.0075,0.001,50,7946
800,0.01,0.1,0.0075,0.0025,1,7970
801,0.01,0.1,0.0075,0.0025,2,7954
802,0.01,0.1,0.0075,0.0025,3,8034
803,0.01,0.1,0.0075,0.0025,4,7924
804,0.01,0.1,0.0075,0.0025,5,8074
805,0.01,0.1,0.0075,0.0025,6,8004
806,0.01,0.1,0.0075,0.0025,7,8034
807,0.01,0.1,0.0075,0.0025,8,8040
808,0.01,0.1,0.0075,0.0025,9,7996
809,0.01,0.1,0.0075,0.0025,10,7996
810,0.01,0.1,0.0075,0.0025,11,8018
811,0.01,0.1,0.0075,0.0025,12,8040
812,0.01,0.1,0.0075,0.0025,13,8034
813,0.01,0.1,0.0075,0.0025,14,8108
814,0.01,0.1,0.0075,0.0025,15,7980
815,0.01,0.1,0.0075,0.0025,16,8026
816,0.01,0.1,0.0075,0.0025,17,8046
817,0.01,0.1,0.0075,0.0025,18,7962
818,0.01,0.1,0.0075,0.0025,19,8048
819,0.01,0.1,0.0075,0.0025,20,7932
820,0.01,0.1,0.0075,0.0025,21,8024
821,0.01,0.1,0.0075,0.0025,22,7912
822,0.01,0.1,0.0075,0.0025,23,7946
823,0.01,0.1,0.0075,0.0025,24,7974
824,0.01,0.1,0.0075,0.0025,25,7932
825,0.01,0.1,0.0075,0.0025,26,7946
826,0.01,0.1,0.0075,0.0025,27,8034
827,0.01,0.1,0.0075,0.0025,28,7934
828,0.01,0.1,0.0075,0.0025,29,7996
829,0.01,0.1,0.0075,0.0025,30,8082
830,0.01,0.1,0.0075,0.0025,31,8030
831,0.01,0.1,0.0075,0.0025,32,7982
832,0.01,0.1,0.0075,0.0025,33,7912
833,0.01,0.1,0.0075,0.0025,34,8044
834,0.01,0.1,0.0075,0.0025,35,7910
835,0.01,0.1,0.0075,0.0025,36,8076
836,0.01,0.1,0.0075,0.0025,37,8022
837,0.01,0.1,0.0075,0.0025,38,7994
838,0.01,0.1,0.0075,0.0025,39,8000
839,0.01,0.1,0.0075,0.0025,40,8064
840,0.01,0.1,0.0075,0.0025,41,7974
841,0.01,0.1,0.0075,0.0025,42,8074
842,0.01,0.1,0.0075,0.0025,43,7982
843,0.01,0.1,0.0075,0.0025,44,7826
844,0.01,0.1,0.0075,0.0025,45,7960
845,0.01,0.1,0.0075,0.0025,46,8126
846,0.01,0.1,0.0075,0.0025,47,8070
847,0.01,0.1,0.0075,0.0025,48,7968
848,0.01,0.1,0.0075,0.0025,49,8006
849,0.01,0.1,0.0075,0.0025,50,7946
850,0.01,0.1,0.0075,0.005,1,7970
851,0.01,0.1,0.0075,0.005,2,7954
852,0.01,0.1,0.0075,0.005,3,8034
853,0.01,0.1,0.0075,0.005,4,7924
854,0.01,0.1,0.0075,0.005,5,8074
855,0.01,0.1,0.0075,0.005,6,8004
856,0.01,0.1,0.0075,0.005,7,8034
857,0.01,0.1,0.0075,0.005,8,8040
858,0.01,0.1,0.0075,0.005,9,7996
859,0.01,0.1,0.0075,0.005,10,7996
860,0.01,0.1,0.0075,0.005,11,8018
861,0.01,0.1,0.0075,0.005,12,8040
862,0.01,0.1,0.0075,0.005,13,8034
863,0.01,0.1,0.0075,0.005,14,8108
864,0.01,0.1,0.0075,0.005,15,7980
865,0.01,0.1,0.0075,0.005,16,8026
866,0.01,0.1,0.0075,0.005,17,8046
867,0.01,0.1,0.0075,0.005,18,7962
868,0.01,0.1,0.0075,0.005,19,8052
869,0.01,0.1,0.0075,0.005,20,7932
870,0.01,0.1,0.0075,0.005,21,8024
871,0.01,0.1,0.0075,0.005,22,7912
872,0.01,0.1,0.0075,0.005,23,7950
873,0.01,0.1,0.0075,0.005,24,7974
874,0.01,0.1,0.0075,0.005,25,7932
875,0.01,0.1,0.0075,0.005,26,7950
876,0.01,0.1,0.0075,0.005,27,8034
877,0.01,0.1,0.0075,0.005,28,7934
878,0.01,0.1,0.0075,0.005,29,7996
879,0.01,0.1,0.0075,0.005,30,8082
880,0.01,0.1,0.0075,0.005,31,8034
881,0.01,0.1,0.0075,0.005,32,7982
882,0.01,0.1,0.0075,0.005,33,7916
883,0.01,0.1,0.0075,0.005,34,8044
884,0.01,0.1,0.0075,0.005,35,7914
885,0.01,0.1,0.0075,0.005,36,8076
886,0.01,0.1,0.0075,0.005,37,8022
887,0.01,0.1,0.0075,0.005,38,7994
888,0.01,0.1,0.0075,0.005,39,8000
889,0.01,0.1,0.0075,0.005,40,8064
890,0.01,0.1,0.0075,0.005,41,7974
891,0.01,0.1,0.0075,0.005,42,8074
892,0.01,0.1,0.0075,0.005,43,7982
893,0.01,0.1,0.0075,0.005,44,7830
894,0.01,0.1,0.0075,0.005,45,7960
895,0.01,0.1,0.0075,0.005,46,8126
896,0.01,0.1,0.0075,0.005,47,8070
897,0.01,0.1,0.0075,0.005,48,7968
898,0.01,0.1,0.0075,0.005,49,8006
899,0.01,0.1,0.0075,0.005,50,7946
900,0.01,0.1,0.0075,0.0075,1,7970
901,0.01,0.1,0.0075,0.0075,2,7954
902,0.01,0.1,0.0075,0.0075,3,8034
903,0.01,0.1,0.0075,0.0075,4,7924
904,0.01,0.1,0.0075,0.0075,5,8074
905,0.01,0.1,0.0075,0.0075,6,8004
906,0.01,0.1,0.0075,0.0075,7,8034
907,0.01,0.1,0.0075,0.0075,8,8040
908,0.01,0.1,0.0075,0.0075,9,7996
909,0.01,0.1,0.0075,0.0075,10,7996
910,0.01,0.1,0.0075,0.0075,11,8018
911,0.01,0.1,0.0075,0.0075,12,8040
912,0.01,0.1,0.0075,0.0075,13,8034
913,0.01,0.1,0.0075,0.0075,14,8108
914,0.01,0.1,0.0075,0.0075,15,7980
915,0.01,0.1,0.0075,0.0075,16,8026
916,0.01,0.1,0.0075,0.0075,17,8046
917,0.01,0.1,0.0075,0.0075,18,7962
918,0.01,0.1,0.0075,0.0075,19,8048
919,0.01,0.1,0.0075,0.0075,20,7932
920,0.01,0.1,0.0075,0.0075,21,8024
921,0.01,0.1,0.0075,0.0075,22,7912
922,0.01,0.1,0.0075,0.0075,23,7950
923,0.01,0.1,0.0075,0.0075,24,7974
924,0.01,0.1,0.0075,0.0075,25,7932
925,0.01,0.1,0.0075,0.0075,26,7950
926,0.01,0.1,0.0075,0.0075,27,8034
927,0.01,0.1,0.0075,0.0075,28,7934
928,0.01,0.1,0.0075,0.0075,29,8000
929,0.01,0.1,0.0075,0.0075,30,8082
930,0.01,0.1,0.0075,0.0075,31,8034
931,0.01,0.1,0.0075,0.0075,32,7986
932,0.01,0.1,0.0075,0.0075,33,7924
933,0.01,0.1,0.0075,0.0075,34,8044
934,0.01,0.1,0.0075,0.0075,35,7918
935,0.01,0.1,0.0075,0.0075,36,8076
936,0.01,0.1,0.0075,0.0075,37,8022
937,0.01,0.1,0.0075,0.0075,38,7994
938,0.01,0.1,0.0075,0.0075,39,8000
939,0.01,0.1,0.0075,0.0075,40,8064
940,0.01,0.1,0.0075,0.0075,41,7974
941,0.01,0.1,0.0075,0.0075,42,8074
942,0.01,0.1,0.0075,0.0075,43,7982
943,0.01,0.1,0.0075,0.0075,44,7830
944,0.01,0.1,0.0075,0.0075,45,7960
945,0.01,0.1,0.0075,0.0075,46,8126
946,0.01,0.1,0.0075,0.0075,47,8070
947,0.01,0.1,0.0075,0.0075,48,7968
948,0.01,0.1,0.0075,0.0075,49,8006
949,0.01,0.1,0.0075,0.0075,50,7950
950,0.01,0.1,0.0075,0.01,1,7970
951,0.01,0.1,0.0075,0.01,2,7954
952,0.01,0.1,0.0075,0.01,3,8034
953,0.01,0.1,0.0075,0.01,4,7924
954,0.01,0.1,0.0075,0.01,5,8074
955,0.01,0.1,0.0075,0.01,6,8004
956,0.01,0.1,0.0075,0.01,7,8034
957,0.01,0.1,0.0075,0.01,8,8040
958,0.01,0.1,0.0075,0.01,9,7996
959,0.01,0.1,0.0075,0.01,10,7996
960,0.01,0.1,0.0075,0.01,11,8018
961,0.01,0.1,0.0075,0.01,12,8040
962,0.01,0.1,0.0075,0.01,13,8034
963,0.01,0.1,0.0075,0.01,14,8108
964,0.01,0.1,0.0075,0.01,15,7980
965,0.01,0.1,0.0075,0.01,16,8026
966,0.01,0.1,0.0075,0.01,17,8046
967,0.01,0.1,0.0075,0.01,18,7962
968,0.01,0.1,0.0075,0.01,19,8044
969,0.01,0.1,0.0075,0.01,20,7932
970,0.01,0.1,0.0075,0.01,21,8024
971,0.01,0.1,0.0075,0.01,22,7912
972,0.01,0.1,0.0075,0.01,23,7950
973,0.01,0.1,0.0075,0.01,24,7966
974,0.01,0.1,0.0075,0.01,25,7932
975,0.01,0.1,0.0075,0.01,26,7950
976,0.01,0.1,0.0075,0.01,27,8034
977,0.01,0.1,0.0075,0.01,28,7934
978,0.01,0.1,0.0075,0.01,29,8000
979,0.01,0.1,0.0075,0.01,30,8082
980,0.01,0.1,0.0075,0.01,31,8034
981,0.01,0.1,0.0075,0.01,32,7986
982,0.01,0.1,0.0075,0.01,33,7924
983,0.01,0.1,0.0075,0.01,34,8044
984,0.01,0.1,0.0075,0.01,35,7918
985,0.01,0.1,0.0075,0.01,36,8076
986,0.01,0.1,0.0075,0.01,37,8022
987,0.01,0.1,0.0075,0.01,38,7994
988,0.01,0.1,0.0075,0.01,39,8000
989,0.01,0.1,0.0075,0.01,40,8064
990,0.01,0.1,0.0075,0.01,41,7974
991,0.01,0.1,0.0075,0.01,42,8070
992,0.01,0.1,0.0075,0.01,43,7982
993,0.01,0.1,0.0075,0.01,44,7830
994,0.01,0.1,0.0075,0.01,45,7960
995,0.01,0.1,0.0075,0.01,46,8126
996,0.01,0.1,0.0075,0.01,47,8070
997,0.01,0.1,0.0075,0.01,48,7968
998,0.01,0.1,0.0075,0.01,49,8006
999,0.01,0.1,0.0075,0.01,50,7950
1000,0.01,0.1,0.01,0.001,1,7970
1001,0.01,0.1,0.01,0.001,2,7958
1002,0.01,0.1,0.01,0.001,3,8034
1003,0.01,0.1,0.01,0.001,4,7920
1004,0.01,0.1,0.01,0.001,5,8074
1005,0.01,0.1,0.01,0.001,6,8004
1006,0.01,0.1,0.01,0.001,7,8038
1007,0.01,0.1,0.01,0.001,8,8040
1008,0.01,0.1,0.01,0.001,9,7996
1009,0.01,0.1,0.01,0.001,10,7996
1010,0.01,0.1,0.01,0.001,11,8018
1011,0.01,0.1,0.01,0.001,12,8040
1012,0.01,0.1,0.01,0.001,13,8030
1013,0.01,0.1,0.01,0.001,14,8108
1014,0.01,0.1,0.01,0.001,15,7980
1015,0.01,0.1,0.01,0.001,16,8030
1016,0.01,0.1,0.01,0.001,17,8046
1017,0.01,0.1,0.01,0.001,18,7962
1018,0.01,0.1,0.01,0.001,19,8048
1019,0.01,0.1,0.01,0.001,20,7932
1020,0.01,0.1,0.01,0.001,21,8024
1021,0.01,0.1,0.01,0.001,22,7916
1022,0.01,0.1,0.01,0.001,23,7946
1023,0.01,0.1,0.01,0.001,24,7978
1024,0.01,0.1,0.01,0.001,25,7936
1025,0.01,0.1,0.01,0.001,26,7938
1026,0.01,0.1,0.01,0.001,27,8034
1027,0.01,0.1,0.01,0.001,28,7934
1028,0.01,0.1,0.01,0.001,29,7996
1029,0.01,0.1,0.01,0.001,30,8082
1030,0.01,0.1,0.01,0.001,31,8030
1031,0.01,0.1,0.01,0.001,32,7986
1032,0.01,0.1,0.01,0.001,33,7920
1033,0.01,0.1,0.01,0.001,34,8044
1034,0.01,0.1,0.01,0.001,35,7906
1035,0.01,0.1,0.01,0.001,36,8076
1036,0.01,0.1,0.01,0.001,37,8022
1037,0.01,0.1,0.01,0.001,38,7990
1038,0.01,0.1,0.01,0.001,39,8000
1039,0.01,0.1,0.01,0.001,40,8064
1040,0.01,0.1,0.01,0.001,41,7974
1041,0.01,0.1,0.01,0.001,42,8074
1042,0.01,0.1,0.01,0.001,43,7982
1043,0.01,0.1,0.01,0.001,44,7826
1044,0.01,0.1,0.01,0.001,45,7964
1045,0.01,0.1,0.01,0.001,46,8126
1046,0.01,0.1,0.01,0.001,47,8070
1047,0.01,0.1,0.01,0.001,48,7968
1048,0.01,0.1,0.01,0.001,49,8006
1049,0.01,0.1,0.01,0.001,50,7946
1050,0.01,0.1,0.01,0.0025,1,7970
1051,0.01,0.1,0.01,0.0025,2,7958
1052,0.01,0.1,0.01,0.0025,3,8034
1053,0.01,0.1,0.01,0.0025,4,7924
1054,0.01,0.1,0.01,0.0025,5,8074
1055,0.01,0.1,0.01,0.0025,6,8004
1056,0.01,0.1,0.01,0.0025,7,8038
1057,0.01,0.1,0.01,0.0025,8,8040
1058,0.01,0.1,0.01,0.0025,9,7996
1059,0.01,0.1,0.01,0.0025,10,7996
1060,0.01,0.1,0.01,0.0025,11,8018
1061,0.01,0.1,0.01,0.0025,12,8040
1062,0.01,0.1,0.01,0.0025,13,8034
1063,0.01,0.1,0.01,0.0025,14,8108
1064,0.01,0.1,0.01,0.0025,15,7980
1065,0.01,0.1,0.01,0.0025,16,8030
1066,0.01,0.1,0.01,0.0025,17,8046
1067,0.01,0.1,0.01,0.0025,18,7962
1068,0.01,0.1,0.01,0.0025,19,8048
1069,0.01,0.1,0.01,0.0025,20,7932
1070,0.01,0.1,0.01,0.0025,21,8024
1071,0.01,0.1,0.01,0.0025,22,7916
1072,0.01,0.1,0.01,0.0025,23,7946
1073,0.01,0.1,0.01,0.0025,24,7982
1074,0.01,0.1,0.01,0.0025,25,7936
1075,0.01,0.1,0.01,0.0025,26,7954
1076,0.01,0.1,0.01,0.0025,27,8034
1077,0.01,0.1,0.01,0.0025,28,7934
1078,0.01,0.1,0.01,0.0025,29,7996
1079,0.01,0.1,0.01,0.0025,30,8082
1080,0.01,0.1,0.01,0.0025,31,8030
1081,0.01,0.1,0.01,0.0025,32,7986
1082,0.01,0.1,0.01,0.0025,33,7916
1083,0.01,0.1,0.01,0.0025,34,8044
1084,0.01,0.1,0.01,0.0025,35,7914
1085,0.01,0.1,0.01,0.0025,36,8076
1086,0.01,0.1,0.01,0.0025,37,8022
1087,0.01,0.1,0.01,0.0025,38,7994
1088,0.01,0.1,0.01,0.0025,39,8000
1089,0.01,0.1,0.01,0.0025,40,8064
1090,0.01,0.1,0.01,0.0025,41,7974
1091,0.01,0.1,0.01,0.0025,42,8074
1092,0.01,0.1,0.01,0.0025,43,7982
1093,0.01,0.1,0.01,0.0025,44,7826
1094,0.01,0.1,0.01,0.0025,45,7964
1095,0.01,0.1,0.01,0.0025,46,8126
1096,0.01,0.1,0.01,0.0025,47,8070
1097,0.01,0.1,0.01,0.0025,48,7968
1098,0.01,0.1,0.01,0.0025,49,8006
1099,0.01,0.1,0.01,0.0025,50,7946
1100,0.01,0.1,0.01,0.005,1,7970
1101,0.01,0.1,0.01,0.005,2,7958
1102,0.01,0.1,0.01,0.005,3,8034
1103,0.01,0.1,0.01,0.005,4,7924
1104,0.01,0.1,0.01,0.005,5,8074
1105,0.01,0.1,0.01,0.005,6,8004
1106,0.01,0.1,0.01,0.005,7,8038
1107,0.01,0.1,0.01,0.005,8,8040
1108,0.01,0.1,0.01,0.005,9,7996
1109,0.01,0.1,0.01,0.005,10,7996
1110,0.01,0.1,0.01,0.005,11,8018
1111,0.01,0.1,0.01,0.005,12,8040
1112,0.01,0.1,0.01,0.005,13,8034
1113,0.01,0.1,0.01,0.005,14,8108
1114,0.01,0.1,0.01,0.005,15,7980
1115,0.01,0.1,0.01,0.005,16,8030
1116,0.01,0.1,0.01,0.005,17,8046
1117,0.01,0.1,0.01,0.005,18,7962
1118,0.01,0.1,0.01,0.005,19,8052
1119,0.01,0.1,0.01,0.005,20,7932
1120,0.01,0.1,0.01,0.005,21,8024
1121,0.01,0.1,0.01,0.005,22,7916
1122,0.01,0.1,0.01,0.005,23,7950
1123,0.01,0.1,0.01,0.005,24,7982
1124,0.01,0.1,0.01,0.005,25,7936
1125,0.01,0.1,0.01,0.005,26,7954
1126,0.01,0.1,0.01,0.005,27,8034
1127,0.01,0.1,0.01,0.005,28,7934
1128,0.01,0.1,0.01,0.005,29,7996
1129,0.01,0.1,0.01,0.005,30,8082
1130,0.01,0.1,0.01,0.005,31,8034
1131,0.01,0.1,0.01,0.005,32,7986
1132,0.01,0.1,0.01,0.005,33,7916
1133,0.01,0.1,0.01,0.005,34,8044
1134,0.01,0.1,0.01,0.005,35,7914
1135,0.01,0.1,0.01,0.005,36,8076
1136,0.01,0.1,0.01,0.005,37,8022
1137,0.01,0.1,0.01,0.005,38,7994
1138,0.01,0.1,0.01,0.005,39,8000
1139,0.01,0.1,0.01,0.005,40,8064
1140,0.01,0.1,0.01,0.005,41,7974
1141,0.01,0.1,0.01,0.005,42,8074
1142,0.01,0.1,0.01,0.005,43,7982
1143,0.01,0.1,0.01,0.005,44,7830
1144,0.01,0.1,0.01,0.005,45,7964
1145,0.01,0.1,0.01,0.005,46,8126
1146,0.01,0.1,0.01,0.005,47,8070
1147,0.01,0.1,0.01,0.005,48,7972
1148,0.01,0.1,0.01,0.005,49,8006
1149,0.01,0.1,0.01,0.005,50,7950
1150,0.01,0.1,0.01,0.0075,1,7970
1151,0.01,0.1,0.01,0.0075,2,7958
1152,0.01,0.1,0.01,0.0075,3,8034
1153,0.01,0.1,0.01,0.0075,4,7924
1154,0.01,0.1,0.01,0.0075,5,8074
1155,0.01,0.1,0.01,0.0075,6,8004
1156,0.01,0.1,0.01,0.0075,7,8038
1157,0.01,0.1,0.01,0.0075,8,8040
1158,0.01,0.1,0.01,0.0075,9,7996
